timestamp,is_anomaly,anomaly_score,current_prediction,future_predictions,drift_detected,pattern,actual_total
2024-03-01 07:00:00,False,0.5,178.94947842842873,"[168.8606450811316, 168.8606450811316, 168.8606450811316, 168.8606450811316, 168.8606450811316, 168.8606450811316]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,541.0
2024-03-01 07:05:00,False,0.5,188.3170938944036,"[177.6831467407315, 177.6831467407315, 177.6831467407315, 177.6831467407315, 177.6831467407315, 177.6831467407315]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,568.0
2024-03-01 07:10:00,False,0.5,193.98028071146274,"[185.04371591762543, 185.04371591762543, 185.04371591762543, 185.04371591762543, 185.04371591762543, 185.04371591762543]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,575.0
2024-03-01 07:15:00,False,0.5,196.62485453590725,"[189.41171476933476, 189.41171476933476, 189.41171476933476, 189.41171476933476, 189.41171476933476, 189.41171476933476]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,615.0
2024-03-01 07:20:00,False,0.5,203.03810576651068,"[197.42400753966848, 197.42400753966848, 197.42400753966848, 197.42400753966848, 197.42400753966848, 197.42400753966848]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,605.0
2024-03-01 07:25:00,False,0.5,207.8456064548066,"[202.0704783421094, 202.0704783421094, 202.0704783421094, 202.0704783421094, 202.0704783421094, 202.0704783421094]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,624.0
2024-03-01 07:30:00,False,0.5,214.9551904131019,"[206.87079534852046, 206.87079534852046, 206.87079534852046, 206.87079534852046, 206.87079534852046, 206.87079534852046]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,638.0
2024-03-01 07:35:00,False,0.5,217.41390519807578,"[211.76989404046267, 211.76989404046267, 211.76989404046267, 211.76989404046267, 211.76989404046267, 211.76989404046267]","{'boarding': True, 'landing': True, 'loader': True}",rush_hour,624.0
2024-03-01 07:40:00,False,0.5,170.97643648478157,"[133.18837647018006, 133.18837647018006, 133.18837647018006, 133.18837647018006, 133.18837647018006, 133.18837647018006]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,662.0
2024-03-01 07:45:00,False,0.5,323.3900118409927,"[246.3772791655784, 246.3772791655784, 246.3772791655784, 246.3772791655784, 246.3772791655784, 246.3772791655784]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,636.0
2024-03-01 07:50:00,False,0.5,309.302172035152,"[265.15503918593186, 265.15503918593186, 265.15503918593186, 265.15503918593186, 265.15503918593186, 265.15503918593186]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,648.0
2024-03-01 07:55:00,False,0.5,310.3304243139013,"[272.5368527709106, 272.5368527709106, 272.5368527709106, 272.5368527709106, 272.5368527709106, 272.5368527709106]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,666.0
2024-03-01 08:00:00,False,0.5,311.07119743857675,"[290.5809689548516, 290.5809689548516, 290.5809689548516, 290.5809689548516, 290.5809689548516, 290.5809689548516]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,666.0
2024-03-01 08:05:00,False,0.5,319.0105240571026,"[299.75503754641466, 299.75503754641466, 299.75503754641466, 299.75503754641466, 299.75503754641466, 299.75503754641466]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,648.0
2024-03-01 08:10:00,False,0.5,325.3216331830955,"[304.4883199478094, 304.4883199478094, 304.4883199478094, 304.4883199478094, 304.4883199478094, 304.4883199478094]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,631.0
2024-03-01 08:15:00,False,0.5,324.2568788645504,"[308.2673701990355, 308.2673701990355, 308.2673701990355, 308.2673701990355, 308.2673701990355, 308.2673701990355]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,595.0
2024-03-01 08:20:00,False,0.5,322.9168704846626,"[304.2661733233773, 304.2661733233773, 304.2661733233773, 304.2661733233773, 304.2661733233773, 304.2661733233773]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,617.0
2024-03-01 08:25:00,False,0.5,319.56688492697197,"[307.3914609357144, 307.3914609357144, 307.3914609357144, 307.3914609357144, 307.3914609357144, 307.3914609357144]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,581.0
2024-03-01 08:30:00,False,0.5,317.9157298992614,"[305.5766267010491, 305.5766267010491, 305.5766267010491, 305.5766267010491, 305.5766267010491, 305.5766267010491]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,561.0
2024-03-01 08:35:00,False,0.5,315.62183052405817,"[303.6869739428209, 303.6869739428209, 303.6869739428209, 303.6869739428209, 303.6869739428209, 303.6869739428209]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,561.0
2024-03-01 08:40:00,False,0.5,311.6601808559682,"[299.4563090996029, 299.4563090996029, 299.4563090996029, 299.4563090996029, 299.4563090996029, 299.4563090996029]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,520.0
2024-03-01 08:45:00,False,0.5,307.8713523511355,"[297.85488769932624, 297.85488769932624, 297.85488769932624, 297.85488769932624, 297.85488769932624, 297.85488769932624]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,526.0
2024-03-01 08:50:00,False,0.5,305.497778813767,"[298.86286353982916, 298.86286353982916, 298.86286353982916, 298.86286353982916, 298.86286353982916, 298.86286353982916]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,474.0
2024-03-01 08:55:00,False,0.5,304.4701805568519,"[297.0232614184232, 297.0232614184232, 297.0232614184232, 297.0232614184232, 297.0232614184232, 297.0232614184232]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,458.0
2024-03-01 09:00:00,False,0.5,301.6477443088561,"[292.61005140131186, 292.61005140131186, 292.61005140131186, 292.61005140131186, 292.61005140131186, 292.61005140131186]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,420.0
2024-03-01 09:05:00,False,0.5,296.08727009447887,"[288.55229490894783, 288.55229490894783, 288.55229490894783, 288.55229490894783, 288.55229490894783, 288.55229490894783]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,407.0
2024-03-01 09:10:00,False,0.5,291.25374216622754,"[283.789195601413, 283.789195601413, 283.789195601413, 283.789195601413, 283.789195601413, 283.789195601413]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,380.0
2024-03-01 09:15:00,False,0.5,286.7508606938321,"[280.087611024083, 280.087611024083, 280.087611024083, 280.087611024083, 280.087611024083, 280.087611024083]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,383.0
2024-03-01 09:20:00,False,0.78475390625,282.4450054518302,"[275.27316020554724, 275.27316020554724, 275.27316020554724, 275.27316020554724, 275.27316020554724, 275.27316020554724]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,337.0
2024-03-01 09:25:00,False,0.7802812499999998,276.64100381436594,"[271.0627727903786, 271.0627727903786, 271.0627727903786, 271.0627727903786, 271.0627727903786, 271.0627727903786]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,332.0
2024-03-01 09:30:00,False,0.7773749999999999,272.52606437801353,"[267.21904471865054, 267.21904471865054, 267.21904471865054, 267.21904471865054, 267.21904471865054, 267.21904471865054]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,321.0
2024-03-01 09:35:00,False,0.7773749999999999,268.30973707908015,"[263.61938989572957, 263.61938989572957, 263.61938989572957, 263.61938989572957, 263.61938989572957, 263.61938989572957]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,323.0
2024-03-01 09:40:00,False,0.7773749999999999,264.9355043202071,"[259.83186156703226, 259.83186156703226, 259.83186156703226, 259.83186156703226, 259.83186156703226, 259.83186156703226]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,295.0
2024-03-01 09:45:00,False,0.7926718749999999,260.5205453596444,"[254.89442564759696, 254.89442564759696, 254.89442564759696, 254.89442564759696, 254.89442564759696, 254.89442564759696]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,281.0
2024-03-01 09:50:00,False,0.7773749999999999,255.22337494345192,"[251.23386038568697, 251.23386038568697, 251.23386038568697, 251.23386038568697, 251.23386038568697, 251.23386038568697]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,285.0
2024-03-01 09:55:00,False,0.7809999999999999,251.80164376744938,"[247.7921295446916, 247.7921295446916, 247.7921295446916, 247.7921295446916, 247.7921295446916, 247.7921295446916]","{'boarding': False, 'landing': False, 'loader': False}",rush_hour,268.0
2024-03-01 10:00:00,False,0.7939492187499999,248.1400663991661,"[244.38366563452195, 244.38366563452195, 244.38366563452195, 244.38366563452195, 244.38366563452195, 244.38366563452195]","{'boarding': False, 'landing': False, 'loader': False}",special_event,263.0
2024-03-01 10:05:00,True,0.80141796875,244.5875979204896,"[239.95288190314704, 239.95288190314704, 239.95288190314704, 239.95288190314704, 239.95288190314704, 239.95288190314704]","{'boarding': False, 'landing': False, 'loader': False}",special_event,260.0
2024-03-01 10:10:00,True,0.802265625,240.3684828679966,"[237.05678148649812, 237.05678148649812, 237.05678148649812, 237.05678148649812, 237.05678148649812, 237.05678148649812]","{'boarding': False, 'landing': False, 'loader': False}",special_event,273.0
2024-03-01 10:15:00,False,0.7925781249999999,237.45286345161767,"[210.8598293952476, 210.8598293952476, 210.8598293952476, 210.8598293952476, 210.8598293952476, 210.8598293952476]","{'boarding': True, 'landing': True, 'loader': True}",special_event,256.0
2024-03-01 10:20:00,False,0.7925781249999999,236.78285147666824,"[215.9082239305057, 215.9082239305057, 215.9082239305057, 215.9082239305057, 215.9082239305057, 215.9082239305057]","{'boarding': False, 'landing': False, 'loader': False}",special_event,259.0
2024-03-01 10:25:00,False,0.79248046875,222.44666202066196,"[214.37731625064293, 214.37731625064293, 214.37731625064293, 214.37731625064293, 214.37731625064293, 214.37731625064293]","{'boarding': False, 'landing': False, 'loader': False}",special_event,257.0
2024-03-01 10:30:00,False,0.7948867187499999,196.35309249024607,"[169.09165501586222, 169.09165501586222, 169.09165501586222, 169.09165501586222, 169.09165501586222, 169.09165501586222]","{'boarding': False, 'landing': False, 'loader': False}",special_event,242.0
2024-03-01 10:35:00,False,0.7948867187499999,210.22962503508438,"[193.51086247009835, 193.51086247009835, 193.51086247009835, 193.51086247009835, 193.51086247009835, 193.51086247009835]","{'boarding': False, 'landing': False, 'loader': False}",special_event,235.0
2024-03-01 10:40:00,False,0.7948867187499999,201.27121173840015,"[190.2957434996056, 190.2957434996056, 190.2957434996056, 190.2957434996056, 190.2957434996056, 190.2957434996056]","{'boarding': False, 'landing': False, 'loader': False}",special_event,234.0
2024-03-01 10:45:00,False,0.7948867187499999,195.45153292099374,"[188.54887738005863, 188.54887738005863, 188.54887738005863, 188.54887738005863, 188.54887738005863, 188.54887738005863]","{'boarding': False, 'landing': False, 'loader': False}",special_event,239.0
2024-03-01 10:50:00,False,0.7851992187499999,192.87532261157247,"[186.97329591421686, 186.97329591421686, 186.97329591421686, 186.97329591421686, 186.97329591421686, 186.97329591421686]","{'boarding': False, 'landing': False, 'loader': False}",special_event,244.0
2024-03-01 10:55:00,False,0.7888242187499999,191.58158670103336,"[184.8236100380572, 184.8236100380572, 184.8236100380572, 184.8236100380572, 184.8236100380572, 184.8236100380572]","{'boarding': False, 'landing': False, 'loader': False}",special_event,235.0
2024-03-01 11:00:00,False,0.7939492187499999,187.00629853967752,"[181.34537780477606, 181.34537780477606, 181.34537780477606, 181.34537780477606, 181.34537780477606, 181.34537780477606]","{'boarding': False, 'landing': False, 'loader': False}",special_event,233.0
2024-03-01 11:05:00,False,0.79173046875,183.88388019962792,"[180.8104590440588, 180.8104590440588, 180.8104590440588, 180.8104590440588, 180.8104590440588, 180.8104590440588]","{'boarding': False, 'landing': False, 'loader': False}",special_event,239.0
2024-03-01 11:10:00,False,0.7925781249999999,183.25454876903342,"[179.86931956890075, 179.86931956890075, 179.86931956890075, 179.86931956890075, 179.86931956890075, 179.86931956890075]","{'boarding': False, 'landing': False, 'loader': False}",special_event,237.0
2024-03-01 11:15:00,True,0.83680078125,182.34093089641783,"[179.5493486904632, 179.5493486904632, 179.5493486904632, 179.5493486904632, 179.5493486904632, 179.5493486904632]","{'boarding': False, 'landing': False, 'loader': False}",special_event,230.0
2024-03-01 11:20:00,True,0.82515625,180.82303205919945,"[177.38831454413423, 177.38831454413423, 177.38831454413423, 177.38831454413423, 177.38831454413423, 177.38831454413423]","{'boarding': False, 'landing': False, 'loader': False}",special_event,231.0
2024-03-01 11:25:00,True,0.8206835937499999,179.64738532278912,"[176.19566236716042, 176.19566236716042, 176.19566236716042, 176.19566236716042, 176.19566236716042, 176.19566236716042]","{'boarding': False, 'landing': False, 'loader': False}",special_event,229.0
2024-03-01 11:30:00,True,0.81777734375,157.46623712527585,"[155.3031343137578, 155.3031343137578, 155.3031343137578, 155.3031343137578, 155.3031343137578, 155.3031343137578]","{'boarding': False, 'landing': False, 'loader': False}",special_event,244.0
2024-03-01 11:35:00,False,0.7851992187499999,150.06277023762564,"[133.50662295749473, 133.50662295749473, 133.50662295749473, 133.50662295749473, 133.50662295749473, 133.50662295749473]","{'boarding': False, 'landing': False, 'loader': False}",special_event,243.0
2024-03-01 11:40:00,False,0.7851992187499999,150.5870465215467,"[141.7945218618197, 141.7945218618197, 141.7945218618197, 141.7945218618197, 141.7945218618197, 141.7945218618197]","{'boarding': False, 'landing': False, 'loader': False}",special_event,248.0
2024-03-01 11:45:00,False,0.7851992187499999,165.20756685961777,"[154.4660542481757, 154.4660542481757, 154.4660542481757, 154.4660542481757, 154.4660542481757, 154.4660542481757]","{'boarding': False, 'landing': False, 'loader': False}",special_event,249.0
2024-03-01 11:50:00,False,0.7851992187499999,164.54493531737123,"[156.789134134979, 156.789134134979, 156.789134134979, 156.789134134979, 156.789134134979, 156.789134134979]","{'boarding': False, 'landing': False, 'loader': False}",special_event,246.0
2024-03-01 11:55:00,False,0.7888242187499999,145.51092671524353,"[140.1516194126036, 140.1516194126036, 140.1516194126036, 140.1516194126036, 140.1516194126036, 140.1516194126036]","{'boarding': False, 'landing': False, 'loader': False}",special_event,249.0
2024-03-01 12:00:00,True,0.8093710937499998,165.14620213914256,"[156.8942158274346, 156.8942158274346, 156.8942158274346, 156.8942158274346, 156.8942158274346, 156.8942158274346]","{'boarding': False, 'landing': False, 'loader': False}",special_event,256.0
2024-03-01 12:05:00,True,0.8071523437499999,164.47643284261736,"[153.9036170024579, 153.9036170024579, 153.9036170024579, 153.9036170024579, 153.9036170024579, 153.9036170024579]","{'boarding': False, 'landing': False, 'loader': False}",special_event,271.0
2024-03-01 12:10:00,True,0.8079999999999998,160.79989814040908,"[153.20609285833928, 153.20609285833928, 153.20609285833928, 153.20609285833928, 153.20609285833928, 153.20609285833928]","{'boarding': False, 'landing': False, 'loader': False}",special_event,270.0
2024-03-01 12:15:00,True,0.84861328125,158.56751503481183,"[152.97001516415943, 152.97001516415943, 152.97001516415943, 152.97001516415943, 152.97001516415943, 152.97001516415943]","{'boarding': False, 'landing': False, 'loader': False}",special_event,277.0
2024-03-01 12:20:00,False,0.7970781249999999,168.50825770900076,"[151.48614276054576, 151.48614276054576, 151.48614276054576, 151.48614276054576, 151.48614276054576, 151.48614276054576]","{'boarding': False, 'landing': False, 'loader': False}",special_event,291.0
2024-03-01 12:25:00,False,0.7926054687499999,163.00062499408597,"[156.86080920348712, 156.86080920348712, 156.86080920348712, 156.86080920348712, 156.86080920348712, 156.86080920348712]","{'boarding': False, 'landing': False, 'loader': False}",special_event,278.0
2024-03-01 12:30:00,False,0.7955742187499999,162.79029512683138,"[155.76579064962365, 155.76579064962365, 155.76579064962365, 155.76579064962365, 155.76579064962365, 155.76579064962365]","{'boarding': False, 'landing': False, 'loader': False}",special_event,279.0
2024-03-01 12:35:00,False,0.78969921875,158.7664180371489,"[154.28211730493976, 154.28211730493976, 154.28211730493976, 154.28211730493976, 154.28211730493976, 154.28211730493976]","{'boarding': False, 'landing': False, 'loader': False}",special_event,300.0
2024-03-01 12:40:00,False,0.78969921875,158.66984838765546,"[155.02956045902746, 155.02956045902746, 155.02956045902746, 155.02956045902746, 155.02956045902746, 155.02956045902746]","{'boarding': False, 'landing': False, 'loader': False}",special_event,304.0
2024-03-01 12:45:00,False,0.78969921875,142.82908274000965,"[139.12280322655116, 139.12280322655116, 139.12280322655116, 139.12280322655116, 139.12280322655116, 139.12280322655116]","{'boarding': False, 'landing': False, 'loader': False}",special_event,310.0
2024-03-01 12:50:00,False,0.78969921875,162.32097820270943,"[133.88953720729995, 133.88953720729995, 133.88953720729995, 133.88953720729995, 133.88953720729995, 133.88953720729995]","{'boarding': False, 'landing': False, 'loader': False}",special_event,306.0
2024-03-01 12:55:00,False,0.79332421875,170.22894390918796,"[135.81935793177433, 135.81935793177433, 135.81935793177433, 135.81935793177433, 135.81935793177433, 135.81935793177433]","{'boarding': False, 'landing': False, 'loader': False}",special_event,314.0
2024-03-01 13:00:00,True,0.8043242187499999,177.92900390367896,"[126.11557390840476, 126.11557390840476, 126.11557390840476, 126.11557390840476, 126.11557390840476, 126.11557390840476]","{'boarding': False, 'landing': False, 'loader': False}",special_event,308.0
2024-03-01 13:05:00,True,0.81302734375,169.18201396389878,"[137.74188271996405, 137.74188271996405, 137.74188271996405, 137.74188271996405, 137.74188271996405, 137.74188271996405]","{'boarding': False, 'landing': False, 'loader': False}",special_event,295.0
2024-03-01 13:10:00,True,0.8023906249999999,149.14457323743497,"[137.41494332436443, 137.41494332436443, 137.41494332436443, 137.41494332436443, 137.41494332436443, 137.41494332436443]","{'boarding': False, 'landing': False, 'loader': False}",special_event,297.0
2024-03-01 13:15:00,True,0.8023906249999999,149.62214027063328,"[139.26211246424347, 139.26211246424347, 139.26211246424347, 139.26211246424347, 139.26211246424347, 139.26211246424347]","{'boarding': False, 'landing': False, 'loader': False}",special_event,309.0
2024-03-01 13:20:00,True,0.81375,147.7794615098813,"[125.72044058180157, 125.72044058180157, 125.72044058180157, 125.72044058180157, 125.72044058180157, 125.72044058180157]","{'boarding': False, 'landing': False, 'loader': False}",special_event,304.0
2024-03-01 13:25:00,False,0.7926054687499999,146.99408937356662,"[122.7121370535607, 122.7121370535607, 122.7121370535607, 122.7121370535607, 122.7121370535607, 122.7121370535607]","{'boarding': False, 'landing': False, 'loader': False}",special_event,304.0
2024-03-01 13:30:00,False,0.78969921875,135.52862126002964,"[124.5230684319395, 124.5230684319395, 124.5230684319395, 124.5230684319395, 124.5230684319395, 124.5230684319395]","{'boarding': False, 'landing': False, 'loader': False}",special_event,301.0
2024-03-01 13:35:00,False,0.78969921875,152.91638829534457,"[144.56918417767446, 144.56918417767446, 144.56918417767446, 144.56918417767446, 144.56918417767446, 144.56918417767446]","{'boarding': False, 'landing': False, 'loader': False}",special_event,285.0
2024-03-01 13:40:00,False,0.78969921875,146.4075068070693,"[135.11416716141164, 135.11416716141164, 135.11416716141164, 135.11416716141164, 135.11416716141164, 135.11416716141164]","{'boarding': False, 'landing': False, 'loader': False}",special_event,274.0
2024-03-01 13:45:00,False,0.78969921875,133.1945083901766,"[124.66467028583773, 124.66467028583773, 124.66467028583773, 124.66467028583773, 124.66467028583773, 124.66467028583773]","{'boarding': False, 'landing': False, 'loader': False}",special_event,263.0
2024-03-01 13:50:00,False,0.78969921875,151.25661596888693,"[140.3493791246745, 140.3493791246745, 140.3493791246745, 140.3493791246745, 140.3493791246745, 140.3493791246745]","{'boarding': False, 'landing': False, 'loader': False}",special_event,259.0
2024-03-01 13:55:00,False,0.79332421875,151.48370512619357,"[140.61299880465884, 140.61299880465884, 140.61299880465884, 140.61299880465884, 140.61299880465884, 140.61299880465884]","{'boarding': False, 'landing': False, 'loader': False}",special_event,256.0
2024-03-01 14:00:00,False,0.7984492187500001,149.2989663027142,"[142.56627857860744, 142.56627857860744, 142.56627857860744, 142.56627857860744, 142.56627857860744, 142.56627857860744]","{'boarding': False, 'landing': False, 'loader': False}",special_event,249.0
2024-03-01 14:05:00,True,0.846453125,146.5376154456099,"[141.79892052290313, 141.79892052290313, 141.79892052290313, 141.79892052290313, 141.79892052290313, 141.79892052290313]","{'boarding': False, 'landing': False, 'loader': False}",special_event,248.0
2024-03-01 14:10:00,True,0.84280078125,135.0461472377165,"[129.66163470052996, 129.66163470052996, 129.66163470052996, 129.66163470052996, 129.66163470052996, 129.66163470052996]","{'boarding': False, 'landing': False, 'loader': False}",special_event,251.0
2024-03-01 14:15:00,True,0.84280078125,133.56181591351717,"[124.6873345043131, 124.6873345043131, 124.6873345043131, 124.6873345043131, 124.6873345043131, 124.6873345043131]","{'boarding': False, 'landing': False, 'loader': False}",special_event,231.0
2024-03-01 14:20:00,False,0.7970781249999999,143.00840806979647,"[136.03264719331207, 136.03264719331207, 136.03264719331207, 136.03264719331207, 136.03264719331207, 136.03264719331207]","{'boarding': False, 'landing': False, 'loader': False}",special_event,228.0
2024-03-01 14:25:00,False,0.7926054687499999,146.0615483588964,"[135.8290265116097, 135.8290265116097, 135.8290265116097, 135.8290265116097, 135.8290265116097, 135.8290265116097]","{'boarding': False, 'landing': False, 'loader': False}",special_event,225.0
2024-03-01 14:30:00,False,0.78969921875,143.22036689320177,"[132.7418787623114, 132.7418787623114, 132.7418787623114, 132.7418787623114, 132.7418787623114, 132.7418787623114]","{'boarding': False, 'landing': False, 'loader': False}",special_event,224.0
2024-03-01 14:35:00,False,0.78969921875,140.3887987660898,"[129.5955205877145, 129.5955205877145, 129.5955205877145, 129.5955205877145, 129.5955205877145, 129.5955205877145]","{'boarding': False, 'landing': False, 'loader': False}",special_event,213.0
2024-03-01 14:40:00,False,0.7950117187499999,135.64891049068893,"[130.1549228724249, 130.1549228724249, 130.1549228724249, 130.1549228724249, 130.1549228724249, 130.1549228724249]","{'boarding': False, 'landing': False, 'loader': False}",special_event,215.0
2024-03-01 14:45:00,False,0.78969921875,120.25128906575011,"[116.19386438552608, 116.19386438552608, 116.19386438552608, 116.19386438552608, 116.19386438552608, 116.19386438552608]","{'boarding': False, 'landing': False, 'loader': False}",special_event,227.0
2024-03-01 14:50:00,False,0.7950117187499999,131.78640055863104,"[123.08853909544806, 123.08853909544806, 123.08853909544806, 123.08853909544806, 123.08853909544806, 123.08853909544806]","{'boarding': False, 'landing': False, 'loader': False}",special_event,232.0
